token_id,balance,length
1920,299,1
1921,516,2
1922,1264,3
1923,1061,3
1924,384,1
1925,4750,10
1926,2509,6
1927,1983,4
1928,2359,5
1929,3602,8
1930,2547,6
1931,671,2
1932,1010,3
1933,642,2
1934,334,1
1935,506,2
1936,508,2
1937,4058,9
1938,3170,7
1939,535,2
1940,1032,3
1941,3238,7
1942,4776,10
1943,1918,4
1944,3105,7
1945,708,2
1946,1162,3
1947,816,2
1948,440,1
1949,4428,9
1950,3383,7
1951,3715,8
1952,565,2
1953,3462,7
1954,4193,9
1955,1835,4
1956,1152,3
1957,4476,9
1958,1187,3
1959,789,2
1960,3741,8
1961,2442,5
1962,2284,5
1963,106,1
1964,531,2
1965,1140,3
1966,324,1
1967,4592,10
1968,3989,8
1969,2755,6
1970,2060,5
1971,746,2
1972,3312,7
1973,953,2
1974,3099,7
1975,1588,4
1976,1180,3
1977,3268,7
1978,4174,9
1979,2393,5
1980,3827,8
1981,1607,4
1982,701,2
1983,2707,6
1984,2175,5
1985,3886,8
1986,1693,4
1987,1971,4
1988,1676,4
1989,599,2
1990,1040,3
1991,1833,4
1992,3540,8
1993,2176,5
1994,3550,8
1995,2932,6
1996,239,1
1997,1570,4
1998,404,1
1999,2521,6
2000,3516,8
2001,1353,3
2002,3397,7
2003,1834,4
2004,3669,8
2005,1030,3
2006,4889,10
2007,3457,7
2008,4512,10
2009,2950,6
2010,423,1
2011,4363,9
2012,4271,9
2013,4362,9
2014,3822,8
2015,4390,9
2016,3645,8
2017,3723,8
2018,4979,10
2019,3178,7
2020,3390,7
2021,1312,3
2022,3618,8
2023,529,2
2024,92,1
2025,2572,6
2026,3111,7
2027,1161,3
2028,234,1
2029,2372,5
2030,1792,4
2031,4631,10
2032,4279,9
2033,4555,10
2034,285,1
2035,4979,10
2036,4246,9
2037,3736,8
2038,2074,5
2039,2300,5
2040,173,1
2041,276,1
2042,938,2
2043,31,1
2044,2944,6
2045,4767,10
2046,2842,6
2047,2182,5
2048,3190,7
2049,205,1
2050,1659,4
2051,4164,9
2052,3346,7
2053,3124,7
2054,2319,5
2055,4102,9
2056,2506,6
2057,4739,10
2058,2087,5
2059,3772,8
2060,1412,3
2061,4002,9
2062,252,1
2063,4339,9
2064,2772,6
2065,2035,5
2066,3851,8
2067,2132,5
2068,110,1
2069,1147,3
2070,2020,5
2071,3553,8
2072,1517,4
2073,1932,4
2074,4155,9
2075,1093,3
2076,3023,7
2077,3572,8
2078,2395,5
2079,4080,9
2080,4742,10
2081,514,2
2082,1820,4
2083,3489,8
2084,1637,4
2085,3161,7
2086,2387,5
2087,4611,10
2088,4496,10
2089,1096,3
2090,4864,10
2091,4881,10
2092,700,2
2093,4562,10
2094,3902,8
2095,1465,3
2096,3435,7
2097,3710,8
2098,4981,10
2099,4489,9
2100,2300,5
2101,78,1
2102,3165,7
2103,1958,4
2104,2642,6
2105,1372,3
2106,456,1
2107,1439,3
2108,559,2
2109,3447,7
2110,105,1
2111,1618,4
2112,225,1
2113,2685,6
2114,382,1
2115,3674,8
2116,80,1
2117,2728,6
2118,2172,5
2119,3206,7
2120,4470,9
2121,1584,4
2122,4258,9
2123,3162,7
2124,2549,6
2125,3668,8
2126,2292,5
2127,1803,4
2128,1553,4
2129,1273,3
2130,2284,5
2131,2232,5
2132,2137,5
2133,1274,3
2134,1897,4
2135,1449,3
2136,4093,9
2137,648,2
2138,2940,6
2139,2192,5
2140,1586,4
2141,3482,7
2142,1270,3
2143,63,1
2144,3069,7
2145,2762,6
2146,698,2
2147,1554,4
2148,2133,5
2149,2119,5
2150,635,2
2151,638,2
2152,1854,4
2153,1139,3
2154,2922,6
2155,2511,6
2156,1670,4
2157,2572,6
2158,1711,4
2159,2955,6
2160,2396,5
2161,968,2
2162,1317,3
2163,503,2
2164,1769,4
2165,4846,10
2166,686,2
2167,1290,3
2168,4825,10
2169,3502,8
2170,4478,9
2171,3004,7
2172,490,2
2173,4934,10
2174,4813,10
2175,4864,10
2176,2987,7
2177,3198,7
2178,4399,9
2179,4886,10
2180,4083,9
2181,1678,4
2182,1098,3
2183,4028,9
2184,4680,10
2185,3400,7
2186,1008,3
2187,3971,8
2188,2024,5
2189,535,2
2190,1761,4
2191,1398,3
2192,1622,4
2193,2620,6
2194,61,1
2195,1639,4
2196,975,2
2197,1948,4
2198,2462,6
2199,3460,7
2200,410,1
2201,4713,10
2202,986,2
2203,4600,10
2204,4618,10
2205,3225,7
2206,473,1
2207,4360,9
2208,1992,5
2209,2510,6
2210,2499,6
2211,208,1
2212,2467,6
2213,4104,9
2214,1257,3
2215,4877,10
2216,3421,7
2217,681,2
2218,82,1
2219,3897,8
2220,2064,5
2221,2447,6
2222,3172,7
2223,815,2
2224,1917,4
2225,4912,10
2226,644,2
2227,3652,8
2228,216,1
2229,2717,6
2230,1247,3
2231,1297,3
2232,2489,6
2233,684,2
2234,965,2
2235,2572,6
2236,151,1
2237,1185,3
2238,2238,5
2239,3721,8
2240,1665,4
2241,1181,3
2242,2733,6
2243,1940,4
2244,2746,6
2245,3018,7
2246,4428,9
2247,3329,7
2248,1071,3
2249,180,1
2250,3277,7
2251,3378,7
2252,1221,3
2253,2704,6
2254,1870,4
2255,1664,4
2256,891,2
2257,1918,4
2258,2313,5
2259,4962,10
2260,4936,10
2261,456,1
2262,4029,9
2263,4378,9
2264,4488,10
2265,1277,3
2266,1288,3
2267,2418,5
2268,4204,9
2269,3551,8
2270,3048,7
2271,152,1
2272,1683,4
2273,3814,8
2274,3165,7
2275,2746,6
2276,4236,9
2277,2766,6
2278,2059,5
2279,3680,8
2280,4474,9
2281,1453,3
2282,1716,4
2283,3899,8
2284,2644,6
2285,326,1
2286,4293,9
2287,2009,5
2288,228,1
2289,873,2
2290,661,2
2291,379,1
2292,1120,3
2293,2069,5
2294,3904,8
2295,4663,10
2296,3575,8
2297,2916,6
2298,4237,9
2299,846,2
2300,3207,7
2301,2720,6
2302,734,2
2303,4343,9
2304,4582,10
2305,2537,6
2306,2034,5
2307,138,1
2308,1286,3
2309,4479,9
2310,2481,6
2311,1149,3
2312,1920,4
2313,122,1
2314,2161,5
2315,4271,9
2316,2191,5
2317,330,1
2318,3963,8
2319,4594,10
2320,1073,3
2321,1208,3
2322,3095,7
2323,3329,7
2324,2086,5
2325,4744,10
2326,4440,9
2327,3879,8
2328,3860,8
2329,2918,6
2330,787,2
2331,3308,7
2332,2507,6
2333,735,2
2334,210,1
2335,3172,7
2336,1784,4
2337,1655,4
2338,3851,8
2339,4330,9
2340,700,2
2341,3388,7
2342,915,2
2343,4881,10
2344,1962,4
2345,2848,6
2346,933,2
2347,3791,8
2348,3665,8
2349,1349,3
2350,4296,9
2351,166,1
2352,687,2
2353,4826,10
2354,568,2
2355,4343,9
2356,1543,4
2357,3892,8
2358,322,1
2359,2158,5
2360,865,2
2361,89,1
2362,142,1
2363,2801,6
2364,2236,5
2365,2540,6
2366,1913,4
2367,3648,8
2368,861,2
2369,3550,8
2370,1749,4
2371,2351,5
2372,417,1
2373,2379,5
2374,723,2
2375,2218,5
2376,3510,8
2377,3541,8
2378,4065,9
2379,1663,4
2380,309,1
2381,4513,10
2382,2675,6
2383,2050,5
2384,337,1
2385,2631,6
2386,544,2
2387,784,2
2388,2892,6
2389,2326,5
2390,4219,9
2391,2927,6
2392,2221,5
2393,1560,4
2394,522,2
2395,4905,10
2396,4428,9
2397,476,2
2398,1500,4
2399,3121,7
2400,4057,9
2401,841,2
2402,1081,3
2403,3393,7
2404,4436,9
2405,1800,4
2406,917,2
2407,4204,9
2408,2160,5
2409,829,2
2410,3725,8
2411,2670,6
2412,2535,6
2413,3561,8
2414,766,2
2415,1978,4
2416,4441,9
2417,2305,5
2418,1226,3
2419,2828,6
2420,4776,10
2421,699,2
2422,4924,10
2423,4042,9
2424,4633,10
2425,884,2
2426,1200,3
2427,4083,9
2428,1379,3
2429,26,1
2430,788,2
2431,724,2
2432,3066,7
2433,4782,10
2434,4267,9
2435,426,1
2436,3997,9
2437,529,2
2438,4914,10
2439,2357,5
2440,2776,6
2441,1773,4
2442,863,2
2443,4088,9
2444,1927,4
2445,1218,3
2446,1084,3
2447,2160,5
2448,968,2
2449,2339,5
2450,2029,5
2451,700,2
2452,2884,6
2453,4187,9
2454,1730,4
2455,181,1
2456,2087,5
2457,2371,5
2458,787,2
2459,1222,3
2460,263,1
2461,1813,4
2462,4946,10
2463,74,1
2464,43,1
2465,4918,10
2466,1901,4
2467,3046,7
2468,5000,11
2469,3275,7
2470,540,2
2471,1673,4
2472,3329,7
2473,1831,4
2474,4132,9
2475,3861,8
2476,1468,3
2477,1817,4
2478,4812,10
2479,3611,8
2480,3076,7
2481,2307,5
2482,306,1
2483,3147,7
2484,3001,7
2485,425,1
2486,55,1
2487,1475,3
2488,303,1
2489,1684,4
2490,1768,4
2491,2422,5
2492,3996,9
2493,4847,10
2494,939,2
2495,3227,7
2496,4876,10
2497,4988,10
2498,86,1
2499,1589,4
2500,1690,4
2501,4144,9
2502,1280,3
2503,4891,10
2504,4970,10
2505,1079,3
2506,49,1
2507,14,1
2508,2036,5
2509,171,1
2510,870,2
2511,728,2
2512,2019,5
2513,4399,9
2514,4315,9
2515,2181,5
2516,311,1
2517,3689,8
2518,3331,7
2519,3402,7
2520,2451,6
2521,2674,6
2522,1289,3
2523,4051,9
2524,3354,7
2525,1024,3
2526,2216,5
2527,878,2
2528,3714,8
2529,76,1
2530,4042,9
2531,2484,6
2532,1577,4
2533,1445,3
2534,3791,8
2535,3011,7
2536,3373,7
2537,1669,4
2538,4396,9
2539,1326,3
2540,141,1
2541,1693,4
2542,1225,3
2543,2110,5
2544,1280,3
2545,1196,3
2546,2452,6
2547,4048,9
2548,4945,10
2549,336,1
2550,1128,3
2551,2922,6
2552,1102,3
2553,479,2
2554,3191,7
2555,4030,9
2556,330,1
2557,869,2
2558,4659,10
2559,3802,8
2560,3728,8
2561,16,1
2562,2956,7
2563,4856,10
2564,1618,4
2565,3748,8
2566,1653,4
2567,2050,5
2568,1312,3
2569,1554,4
2570,4896,10
2571,4246,9
2572,1916,4
2573,3770,8
2574,2469,6
2575,2641,6
2576,1973,4
2577,4699,10
2578,3715,8
2579,1471,3
2580,3792,8
2581,481,2
2582,3535,8
2583,863,2
2584,1441,3
2585,854,2
2586,1302,3
2587,4380,9
2588,2753,6
2589,537,2
2590,3772,8
2591,568,2
2592,4138,9
2593,4046,9
2594,1074,3
2595,3392,7
2596,641,2
2597,2201,5
2598,371,1
2599,1057,3
2600,2494,6
2601,4445,9
2602,113,1
2603,1067,3
2604,3352,7
2605,3387,7
2606,3628,8
2607,1807,4
2608,4490,9
2609,1610,4
2610,4434,9
2611,2122,5
2612,3538,8
2613,937,2
2614,1792,4
2615,560,2
2616,721,2
2617,771,2
2618,3963,8
2619,17,1
2620,154,1
2621,57,1
2622,3122,7
2623,1477,4
2624,3479,8
2625,1713,4
2626,51,1
2627,2436,6
2628,3020,7
2629,4078,9
2630,3636,8
2631,1375,3
2632,1647,4
2633,1035,3
2634,4615,10
2635,4335,9
2636,1796,4
2637,993,3
2638,235,1
2639,3277,7
2640,1394,3
2641,4855,10
2642,1245,3
2643,3360,7
2644,4979,10
2645,4399,9
2646,165,1
2647,2745,6
2648,3974,8
2649,257,1
2650,4826,10
2651,3790,8
2652,873,2
2653,2830,6
2654,4032,9
2655,3768,8
2656,3126,7
2657,21,1
2658,2555,6
2659,1355,3
2660,3608,8
2661,2601,6
2662,826,2
2663,2159,5
2664,846,2
2665,1456,3
2666,393,1
2667,2533,6
2668,3677,8
2669,629,2
2670,4640,10
2671,725,2
2672,1561,4
2673,1370,3
2674,308,1
2675,3208,7
2676,3567,8
2677,4877,10
2678,4079,9
2679,1683,4
2680,969,2
2681,483,2
2682,4879,10
2683,2786,6
2684,432,1
2685,1381,3
2686,1528,4
2687,3071,7
2688,2061,5
2689,1837,4
2690,2111,5
2691,1137,3
2692,3907,8
2693,2991,7
2694,760,2
2695,2129,5
2696,2103,5
2697,4001,9
2698,4509,10
2699,1983,5
2700,3509,8
2701,1297,3
2702,2588,6
2703,4905,10
2704,583,2
2705,1119,3
2706,2784,6
2707,2588,6
2708,1213,3
2709,4381,9
2710,4501,10
2711,2556,6
2712,4415,9
2713,3106,7
2714,741,2
2715,864,2
2716,1142,3
2717,4346,9
2718,1522,4
2719,1099,3
2720,2894,6
2721,549,2
2722,4199,9
2723,2256,5
2724,4498,10
2725,4779,10
2726,1706,4
2727,2592,6
2728,1194,3
2729,92,1
2730,3018,7
2731,29,1
2732,4120,9
2733,4583,10
2734,1025,3
2735,1982,5
2736,2409,5
2737,2382,5
2738,1562,4
2739,3799,8
2740,4335,9
2741,855,2
2742,3566,8
2743,108,1
2744,4427,9
2745,862,2
2746,4192,9
2747,2451,6
2748,2974,7
2749,4729,10
2750,4265,9
2751,4606,10
2752,4136,9
2753,960,2
2754,3607,8
2755,3772,8
2756,3718,8
2757,371,1
2758,2635,6
2759,1699,4
2760,2746,6
2761,487,2
2762,1125,3
2763,4446,9
2764,3149,7
2765,3532,8
2766,2176,5
2767,3098,7
2768,2240,5
2769,3279,7
2770,4227,9
2771,254,1
2772,3169,7
2773,2364,5
2774,1454,3
2775,3525,8
2776,4228,9
2777,4401,9
2778,2963,7
2779,2592,6
2780,668,2
2781,4392,9
2782,4033,9
2783,584,2
2784,3716,8
2785,1449,3
2786,3025,7
2787,3691,8
2788,2585,6
2789,4847,10
2790,724,2
2791,4959,10
2792,1569,4
2793,2753,6
2794,4594,10
2795,4117,9
2796,779,2
2797,2762,6
2798,3853,8
2799,205,1
2800,677,2
2801,4548,10
2802,2288,5
2803,2451,6
2804,2314,5
2805,2525,6
2806,4527,10
2807,2581,6
2808,2109,5
2809,387,1
2810,2771,6
2811,3236,7
2812,2096,5
2813,4806,10
2814,70,1
2815,2710,6
2816,3754,8
2817,2371,5
2818,2895,6
2819,570,2
2820,978,3
2821,2034,5
2822,111,1
2823,2003,5
2824,237,1
2825,4981,10
2826,2416,5
2827,947,2
2828,3727,8
2829,4844,10
2830,1030,3
2831,3134,7
2832,4114,9
2833,3574,8
2834,1646,4
2835,219,1
2836,2531,6
2837,2196,5
2838,4704,10
2839,19,1
2840,4638,10
2841,829,2
2842,604,2
2843,784,2
2844,2885,6
2845,4048,9
2846,3779,8
2847,4053,9
2848,1583,4
2849,712,2
2850,2512,6
2851,1372,3
2852,58,1
2853,1803,4
2854,1904,4
2855,4595,10
2856,2924,6
2857,751,2
2858,712,2
2859,3029,7
2860,491,2
2861,2922,6
2862,3654,8
2863,2927,6
2864,1387,3
2865,4668,10
2866,4323,9
2867,1184,3
2868,3803,8
2869,2405,5
2870,94,1
2871,190,1
2872,1116,3
2873,3676,8
2874,4256,9
2875,4881,10
2876,2270,5
2877,45,1
2878,2171,5
2879,1021,3
2880,2012,5
2881,988,3
2882,2370,5
2883,575,2
2884,951,2
2885,3636,8
2886,431,1
2887,898,2
2888,488,2
2889,344,1
2890,2897,6
2891,4074,9
2892,2827,6
2893,4582,10
2894,719,2
2895,1407,3
2896,1664,4
2897,594,2
2898,1437,3
2899,515,2
2900,4630,10
2901,3541,8
2902,1870,4
2903,3941,8
2904,4284,9
2905,4661,10
2906,3120,7
2907,3464,7
2908,218,1
2909,73,1
2910,2550,6
2911,3556,8
2912,856,2
2913,2406,5
2914,2762,6
2915,529,2
2916,4671,10
2917,1436,3
2918,747,2
2919,979,3
2920,1795,4
2921,3212,7
2922,1096,3
2923,4067,9
2924,3499,8
2925,1978,5
2926,577,2
2927,2003,5
2928,3596,8
2929,349,1
2930,2418,5
2931,1894,4
2932,2586,6
2933,783,2
2934,2406,5
2935,4756,10
2936,2288,5
2937,390,1
2938,216,1
2939,4052,9
2940,784,2
2941,1506,4
2942,3459,7
2943,1595,4
2944,4700,10
2945,2260,5
2946,3626,8
2947,3058,7
2948,3299,7
2949,4580,10
2950,2388,5
2951,3583,8
2952,1316,3
2953,1697,4
2954,3798,8
2955,1196,3
2956,262,1
2957,3202,7
2958,2508,6
2959,1829,4
2960,711,2
2961,3188,7
2962,488,2
2963,4752,10
2964,1114,3
2965,785,2
2966,4655,10
2967,1142,3
2968,1877,4
2969,2676,6
2970,479,2
2971,1291,3
2972,1732,4
2973,3810,8
2974,1873,4
2975,2760,6
2976,1926,4
2977,588,2
2978,649,2
2979,2322,5
2980,2409,5
2981,237,1
2982,4379,9
2983,4135,9
2984,2948,7
2985,989,3
2986,4770,10
2987,13,1
2988,1103,3
2989,4906,10
2990,4540,10
2991,6,1
2992,3055,7
2993,3908,8
2994,4382,9
2995,2754,6
2996,2585,6
2997,4617,10
2998,2776,6
2999,260,1
3000,2869,6
3001,4140,9
3002,300,1
3003,746,2
3004,396,1
3005,1793,4
3006,1636,4
3007,1315,3
3008,4973,10
3009,1075,3
3010,2609,6
3011,3921,8
3012,4741,10
3013,1919,4
3014,1486,4
3015,4009,9
3016,104,1
3017,347,1
3018,3221,7
3019,859,2
3020,730,2
3021,1176,3
3022,2513,6
3023,2238,5
3024,97,1
3025,4370,9
3026,1326,3
3027,3523,8
3028,2594,6
3029,1942,4
3030,4014,9
3031,2822,6
3032,3854,8
3033,48,1
3034,3306,7
3035,3949,8
3036,794,2
3037,98,1
3038,3161,7
3039,3361,7
3040,3868,8
3041,3205,7
3042,4979,10
3043,249,1
3044,135,1
3045,4298,9
3046,1717,4
3047,1041,3
3048,2043,5
3049,564,2
3050,209,1
3051,532,2
3052,3312,7
3053,3650,8
3054,397,1
3055,1639,4
3056,4862,10
3057,1283,3
3058,1251,3
3059,4626,10
3060,518,2
3061,1453,4
3062,1835,4
3063,4226,9
3064,4156,9
3065,1397,3
3066,2401,5
3067,4693,10
3068,1994,5
3069,3952,8
3070,4368,9
3071,3293,7
3072,992,3
3073,667,2
3074,4773,10
3075,2103,5
3076,1701,4
3077,4263,9
3078,87,1
3079,1286,3
3080,1454,4
3081,2680,6
3082,1300,3
3083,4201,9
3084,1471,4
3085,2896,6
3086,1858,4
3087,806,2
3088,4339,9
3089,228,1
3090,2277,5
3091,808,2
3092,1310,3
3093,2559,6
3094,301,1
3095,1942,4
3096,2037,5
3097,4263,9
3098,3048,7
3099,1570,4
3100,2727,6
3101,1168,3
3102,2879,6
3103,1491,4
3104,2098,5
3105,1003,3
3106,1648,4
3107,1541,4
3108,3250,7
3109,3227,7
3110,3612,8
3111,2035,5
3112,3287,7
3113,2954,7
3114,489,2
3115,3582,8
3116,1513,4
3117,1029,3
3118,3081,7
3119,144,1
3120,1120,3
3121,937,2
3122,2431,6
3123,2463,6
3124,3555,8
3125,3320,7
3126,4698,10
3127,4149,9
3128,4158,9
3129,391,1
3130,2807,6
3131,1770,4
3132,2250,5
3133,381,1
3134,4453,9
3135,3278,7
3136,3587,8
3137,1519,4
3138,244,1
3139,986,3
3140,2970,7
3141,689,2
3142,2574,6
3143,1081,3
3144,4841,10
3145,4072,9
3146,351,1
3147,1352,3
3148,4923,10
3149,585,2
3150,1830,4
3151,2442,6
3152,1293,3
3153,3823,8
3154,2623,6
3155,381,1
3156,3775,8
3157,4627,10
3158,3426,7
3159,4627,10
3160,1286,3
3161,4027,9
3162,2123,5
3163,1126,3
3164,2464,6
3165,558,2
3166,2691,6
3167,4117,9
3168,1027,3
3169,1432,3
3170,3793,8
3171,3582,8
3172,3351,7
3173,4043,9
3174,3017,7
3175,2222,5
3176,2092,5
3177,2622,6
3178,3457,7
3179,1820,4
3180,1110,3
3181,4641,10
3182,2771,6
3183,3700,8
3184,3592,8
3185,2760,6
3186,867,2
3187,1714,4
3188,1976,5
3189,644,2
3190,1117,3
3191,3888,8
3192,253,1
3193,23,1
3194,1359,3
3195,402,1
3196,1274,3
3197,1734,4
3198,4965,10
3199,1063,3
3200,3918,8
3201,275,1
3202,3962,8
3203,4804,10
3204,2364,5
3205,4640,10
3206,508,2
3207,2033,5
3208,2276,5
3209,2798,6
3210,34,1
3211,2844,6
3212,1382,3
3213,3194,7
3214,4036,9
3215,201,1
3216,4794,10
3217,4105,9
3218,2756,6
3219,2220,5
3220,3447,7
3221,482,2
3222,3020,7
3223,1571,4
3224,2159,5
3225,3164,7
3226,4082,9
3227,2844,6
3228,2208,5
3229,2016,5
3230,4621,10
3231,459,2
3232,1721,4
3233,2552,6
3234,1954,4
3235,309,1
3236,885,2
3237,94,1
3238,137,1
3239,2876,6
3240,2728,6
3241,1377,3
3242,1876,4
3243,4003,9
3244,4197,9
3245,774,2
3246,44,1
3247,1838,4
3248,1361,3
3249,1984,5
3250,3189,7
3251,4735,10
3252,1821,4
3253,1147,3
3254,633,2
3255,74,1
3256,1840,4
3257,3769,8
3258,1605,4
3259,2968,7
3260,276,1
3261,829,2
3262,4417,9
3263,1890,4
3264,1122,3
3265,3640,8
3266,852,2
3267,45,1
3268,1375,3
3269,2841,6
3270,2777,6
3271,2159,5
3272,957,3
3273,3929,8
3274,2506,6
3275,1015,3
3276,1648,4
3277,320,1
3278,562,2
3279,1688,4
3280,2333,5
3281,4813,10
3282,4337,9
3283,3911,8
3284,3369,7
3285,1713,4
3286,3579,8
3287,4445,9
3288,3566,8
3289,4527,10
3290,3763,8
3291,1609,4
3292,4086,9
3293,3408,7
3294,1212,3
3295,3383,7
3296,4554,10
3297,1942,4
3298,4224,9
3299,3612,8
3300,2803,6
3301,4953,10
3302,2587,6
3303,2853,6
3304,984,3
3305,2285,5
3306,3585,8
3307,1403,3
3308,2203,5
3309,3303,7
3310,1029,3
3311,1840,4
3312,3481,8
3313,3082,7
3314,4875,10
3315,2194,5
3316,2555,6
3317,3761,8
3318,2739,6
3319,3519,8
3320,3004,7
3321,3589,8
3322,959,2
3323,2210,5
3324,4213,9
3325,1553,4
3326,1915,4
3327,2857,6
3328,4972,10
3329,2290,5
3330,969,3
3331,1860,4
3332,1829,4
3333,4196,9
3334,764,2
3335,253,1
3336,924,2
3337,3250,7
3338,2578,6
3339,1417,3
3340,4692,10
3341,1101,3
3342,4122,9
3343,467,2
3344,2695,6
3345,3381,7
3346,450,1
3347,2054,5
3348,3837,8
3349,3068,7
3350,4629,10
3351,2306,5
3352,425,1
3353,3907,8
3354,2445,6
3355,3370,7
3356,2807,6
3357,620,2
3358,673,2
3359,820,2
3360,1868,4
3361,601,2
3362,1413,3
3363,4753,10
3364,223,1
3365,1335,3
3366,550,2
3367,4990,10
3368,1819,4
3369,3573,8
3370,1657,4
3371,4203,9
3372,3552,8
3373,2611,6
3374,2569,6
3375,151,1
3376,1636,4
3377,3678,8
3378,405,1
3379,4472,9
3380,4719,10
3381,2531,6
3382,2033,5
3383,624,2
3384,162,1
3385,3828,8
3386,858,2
3387,2636,6
3388,4459,9
3389,2770,6
3390,2314,5
3391,4323,9
3392,3542,8
3393,4777,10
3394,4660,10
3395,470,2
3396,3546,8
3397,3700,8
3398,3489,8
3399,2299,5
3400,2721,6
3401,1159,3
3402,2871,6
3403,4221,9
3404,308,1
3405,3131,7
3406,3223,7
3407,2462,6
3408,3625,8
3409,4847,10
3410,757,2
3411,3666,8
3412,52,1
3413,1362,3
3414,880,2
3415,2995,7
3416,1318,3
3417,3933,8
3418,3008,7
3419,1549,4
3420,3316,7
3421,1468,4
3422,2043,5
3423,2162,5
3424,625,2
3425,1861,4
3426,2195,5
3427,764,2
3428,1079,3
3429,4991,10
3430,1929,4
3431,2520,6
3432,2024,5
3433,2535,6
3434,4551,10
3435,2913,6
3436,1320,3
3437,4478,9
3438,2373,5
3439,3781,8
3440,2796,6
3441,3449,7
3442,3415,7
3443,3077,7
3444,2586,6
3445,518,2
3446,3374,7
3447,4778,10
3448,4724,10
3449,128,1
3450,1914,4
3451,1932,4
3452,1446,4
3453,2226,5
3454,1379,3
3455,1319,3
3456,848,2
3457,1437,3
3458,2723,6
3459,2569,6
3460,1993,5
3461,1343,3
3462,2777,6
3463,2875,6
3464,48,1
3465,1571,4
3466,3974,9
3467,624,2
3468,1768,4
3469,1362,3
3470,2316,5
3471,2372,5
3472,4483,10
3473,759,2
3474,1658,4
3475,2595,6
3476,4773,10
3477,4382,9
3478,2378,5
3479,4555,10
3480,1150,3
3481,2983,7
3482,89,1
3483,3443,7
3484,3451,7
3485,4604,10
3486,349,1
3487,4673,10
3488,64,1
3489,286,1
3490,3274,7
3491,854,2
3492,2781,6
3493,3626,8
3494,2507,6
3495,469,2
3496,2872,6
3497,4439,9
3498,1274,3
3499,4769,10
3500,891,2
3501,4002,9
3502,4171,9
3503,1714,4
3504,1875,4
3505,3039,7
3506,1856,4
3507,2045,5
3508,1819,4
3509,3708,8
3510,2039,5
3511,2772,6
3512,755,2
3513,3327,7
3514,4074,9
3515,2361,5
3516,2331,5
3517,455,1
3518,932,2
3519,4945,10
3520,4516,10
3521,3291,7
3522,1553,4
3523,2733,6
3524,937,2
3525,1016,3
3526,3409,7
3527,1560,4
3528,2417,5
3529,834,2
3530,4598,10
3531,4254,9
3532,3479,8
3533,2009,5
3534,1952,4
3535,69,1
3536,3900,8
3537,3076,7
3538,1446,3
3539,918,2
3540,981,3
3541,4794,10
3542,4669,10
3543,1626,4
3544,3802,8
3545,4086,9
3546,233,1
3547,1634,4
3548,1601,4
3549,3421,7
3550,1752,4
3551,4897,10
3552,4361,9
3553,586,2
3554,4533,10
3555,2817,6
3556,4872,10
3557,795,2
3558,1102,3
3559,2067,5
3560,2780,6
3561,1435,3
3562,1529,4
3563,145,1
3564,2611,6
3565,4496,10
3566,2876,6
3567,1312,3
3568,4382,9
3569,2955,7
3570,3151,7
3571,4348,9
3572,2126,5
3573,4922,10
3574,3879,8
3575,1202,3
3576,2617,6
3577,3375,7
3578,1776,4
3579,2172,5
3580,3649,8
3581,4684,10
3582,4017,9
3583,3785,8
3584,3435,7
3585,960,2
3586,3309,7
3587,4825,10
3588,107,1
3589,4417,9
3590,3279,7
3591,4337,9
3592,2813,6
3593,1625,4
3594,1734,4
3595,2580,6
3596,3642,8
3597,1460,4
3598,3940,8
3599,2005,5
3600,2430,6
3601,3086,7
3602,460,1
3603,353,1
3604,4527,10
3605,4046,9
3606,3950,8
3607,1859,4
3608,4790,10
3609,3836,8
3610,2056,5
3611,393,1
3612,4358,9
3613,4959,10
3614,3714,8
3615,60,1
3616,282,1
3617,1514,4
3618,4192,9
3619,4437,9
3620,1683,4
3621,4816,10
3622,4722,10
3623,155,1
3624,4960,10
3625,1456,3
3626,882,2
3627,3950,8
3628,4447,9
3629,1398,3
3630,4734,10
3631,4722,10
3632,4084,9
3633,2484,6
3634,4347,9
3635,3302,7
3636,4919,10
3637,2717,6
3638,475,2
3639,2872,6
3640,2641,6
3641,3232,7
3642,4101,9
3643,2011,5
3644,3967,8
3645,2745,6
3646,53,1
3647,312,1
3648,413,1
3649,3562,8
3650,1064,3
3651,3403,7
3652,2849,6
3653,4963,10
3654,3550,8
3655,5,1
3656,343,1
3657,1863,4
3658,805,2
3659,3311,7
3660,1906,4
3661,181,1
3662,1507,4
3663,2626,6
3664,214,1
3665,299,1
3666,1247,3
3667,3662,8
3668,1797,4
3669,1278,3
3670,2226,5
3671,2316,5
3672,3919,8
3673,1288,3
3674,1400,3
3675,2087,5
3676,4182,9
3677,3815,8
3678,151,1
3679,4477,9
3680,4837,10
3681,4782,10
3682,3967,8
3683,4896,10
3684,4985,10
3685,2678,6
3686,3726,8
3687,3588,8
3688,83,1
3689,2131,5
3690,908,2
3691,2050,5
3692,4643,10
3693,1177,3
3694,2485,6
3695,289,1
3696,659,2
3697,3590,8
3698,2278,5
3699,3968,8
3700,968,3
3701,291,1
3702,4294,9
3703,3207,7
3704,3771,8
3705,2779,6
3706,4937,10
3707,1319,3
3708,1545,4
3709,1973,4
3710,4986,10
3711,2286,5
3712,4828,10
3713,2625,6
3714,3963,8
3715,125,1
3716,3781,8
